This is first line
2019-03-16 12:32:30 status half-installed apport-gtk:all 2.20.9-0ubuntu7.5
2019-03-16 12:32:30 status triggers-pending gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-16 12:32:30 status triggers-pending desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-16 12:32:30 status triggers-pending mime-support:all 3.60ubuntu1
2019-03-16 12:32:30 status half-installed apport-gtk:all 2.20.9-0ubuntu7.5
2019-03-16 12:32:30 status unpacked apport-gtk:all 2.20.9-0ubuntu7.6
2019-03-16 12:32:30 status unpacked apport-gtk:all 2.20.9-0ubuntu7.6
2019-03-16 12:32:31 upgrade gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu1 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:31 status half-configured gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:31 status unpacked gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:31 status half-installed gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:31 status half-installed gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:31 status unpacked gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:31 status unpacked gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:31 upgrade libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu1 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:31 status half-configured libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:31 status unpacked libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:32 status half-installed libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:32 status half-installed libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:32 status unpacked libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:32 status unpacked libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:32 upgrade gtk-update-icon-cache:amd64 3.22.30-1ubuntu1 3.22.30-1ubuntu2
2019-03-16 12:32:32 status half-configured gtk-update-icon-cache:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:32 status unpacked gtk-update-icon-cache:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:32 status half-installed gtk-update-icon-cache:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:32 status half-installed gtk-update-icon-cache:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:33 status unpacked gtk-update-icon-cache:amd64 3.22.30-1ubuntu2
2019-03-16 12:32:33 status unpacked gtk-update-icon-cache:amd64 3.22.30-1ubuntu2
2019-03-16 12:32:33 upgrade libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu1 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:33 status half-configured libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:33 status unpacked libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:33 status half-installed libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:33 status half-installed libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:33 status unpacked libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:33 status unpacked libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:34 upgrade libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu1 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:34 status half-configured libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:34 status unpacked libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:34 status half-installed libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:34 status half-installed libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu1
2019-03-16 12:32:34 status unpacked libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:34 status unpacked libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:32:34 upgrade libgtk-3-bin:amd64 3.22.30-1ubuntu1 3.22.30-1ubuntu2
2019-03-16 12:32:34 status half-configured libgtk-3-bin:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:34 status unpacked libgtk-3-bin:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:35 status half-installed libgtk-3-bin:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:35 status half-installed libgtk-3-bin:amd64 3.22.30-1ubuntu1
2019-03-16 12:32:35 status unpacked libgtk-3-bin:amd64 3.22.30-1ubuntu2
2019-03-16 12:32:35 status unpacked libgtk-3-bin:amd64 3.22.30-1ubuntu2
2019-03-16 12:32:35 upgrade pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.1 1:11.1-1ubuntu7.2
2019-03-16 12:32:35 status half-configured pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:35 status unpacked pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:35 status half-installed pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:35 status half-installed pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:35 status unpacked pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:36 status unpacked pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:36 upgrade libx11-xcb1:amd64 2:1.6.4-3ubuntu0.1 2:1.6.4-3ubuntu0.2
2019-03-16 12:32:36 status half-configured libx11-xcb1:amd64 2:1.6.4-3ubuntu0.1
2019-03-16 12:32:36 status unpacked libx11-xcb1:amd64 2:1.6.4-3ubuntu0.1
2019-03-16 12:32:36 status half-installed libx11-xcb1:amd64 2:1.6.4-3ubuntu0.1
2019-03-16 12:32:36 status half-installed libx11-xcb1:amd64 2:1.6.4-3ubuntu0.1
2019-03-16 12:32:36 status unpacked libx11-xcb1:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:32:36 status unpacked libx11-xcb1:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:32:37 upgrade libpulsedsp:amd64 1:11.1-1ubuntu7.1 1:11.1-1ubuntu7.2
2019-03-16 12:32:37 status half-configured libpulsedsp:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:37 status unpacked libpulsedsp:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:37 status half-installed libpulsedsp:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:37 status half-installed libpulsedsp:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:37 status unpacked libpulsedsp:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:37 status unpacked libpulsedsp:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:37 upgrade pulseaudio-utils:amd64 1:11.1-1ubuntu7.1 1:11.1-1ubuntu7.2
2019-03-16 12:32:37 status half-configured pulseaudio-utils:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:37 status unpacked pulseaudio-utils:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:37 status half-installed pulseaudio-utils:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:38 status half-installed pulseaudio-utils:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:38 status unpacked pulseaudio-utils:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:38 status unpacked pulseaudio-utils:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:38 upgrade pulseaudio:amd64 1:11.1-1ubuntu7.1 1:11.1-1ubuntu7.2
2019-03-16 12:32:38 status half-configured pulseaudio:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:38 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:38 status half-installed pulseaudio:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:38 status triggers-pending dbus:amd64 1.12.2-1ubuntu1
2019-03-16 12:32:39 status half-installed pulseaudio:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:39 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:39 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:39 upgrade libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.1 1:11.1-1ubuntu7.2
2019-03-16 12:32:39 status half-configured libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:40 status unpacked libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:40 status half-installed libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:40 status half-installed libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:40 status unpacked libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:40 status unpacked libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:40 upgrade libpulse0:amd64 1:11.1-1ubuntu7.1 1:11.1-1ubuntu7.2
2019-03-16 12:32:40 status half-configured libpulse0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:40 status unpacked libpulse0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:40 status half-installed libpulse0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:41 status half-installed libpulse0:amd64 1:11.1-1ubuntu7.1
2019-03-16 12:32:41 status unpacked libpulse0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:41 status unpacked libpulse0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:32:41 upgrade libxcb-dri2-0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:41 status half-configured libxcb-dri2-0:amd64 1.13-1
2019-03-16 12:32:41 status unpacked libxcb-dri2-0:amd64 1.13-1
2019-03-16 12:32:41 status half-installed libxcb-dri2-0:amd64 1.13-1
2019-03-16 12:32:41 status half-installed libxcb-dri2-0:amd64 1.13-1
2019-03-16 12:32:41 status unpacked libxcb-dri2-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:42 status unpacked libxcb-dri2-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:42 upgrade libxcb-dri3-0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:42 status half-configured libxcb-dri3-0:amd64 1.13-1
2019-03-16 12:32:42 status unpacked libxcb-dri3-0:amd64 1.13-1
2019-03-16 12:32:42 status half-installed libxcb-dri3-0:amd64 1.13-1
2019-03-16 12:32:42 status half-installed libxcb-dri3-0:amd64 1.13-1
2019-03-16 12:32:42 status unpacked libxcb-dri3-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:42 status unpacked libxcb-dri3-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:43 upgrade libxcb-glx0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:43 status half-configured libxcb-glx0:amd64 1.13-1
2019-03-16 12:32:43 status unpacked libxcb-glx0:amd64 1.13-1
2019-03-16 12:32:43 status half-installed libxcb-glx0:amd64 1.13-1
2019-03-16 12:32:43 status half-installed libxcb-glx0:amd64 1.13-1
2019-03-16 12:32:43 status unpacked libxcb-glx0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:43 status unpacked libxcb-glx0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:43 upgrade libxcb-present0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:43 status half-configured libxcb-present0:amd64 1.13-1
2019-03-16 12:32:43 status unpacked libxcb-present0:amd64 1.13-1
2019-03-16 12:32:43 status half-installed libxcb-present0:amd64 1.13-1
2019-03-16 12:32:44 status half-installed libxcb-present0:amd64 1.13-1
2019-03-16 12:32:44 status unpacked libxcb-present0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:44 status unpacked libxcb-present0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:44 upgrade libxcb-randr0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:44 status half-configured libxcb-randr0:amd64 1.13-1
2019-03-16 12:32:44 status unpacked libxcb-randr0:amd64 1.13-1
2019-03-16 12:32:44 status half-installed libxcb-randr0:amd64 1.13-1
2019-03-16 12:32:44 status half-installed libxcb-randr0:amd64 1.13-1
2019-03-16 12:32:44 status unpacked libxcb-randr0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:44 status unpacked libxcb-randr0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:46 upgrade libxcb-render0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:46 status half-configured libxcb-render0:amd64 1.13-1
2019-03-16 12:32:46 status unpacked libxcb-render0:amd64 1.13-1
2019-03-16 12:32:46 status half-installed libxcb-render0:amd64 1.13-1
2019-03-16 12:32:46 status half-installed libxcb-render0:amd64 1.13-1
2019-03-16 12:32:46 status unpacked libxcb-render0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:46 status unpacked libxcb-render0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:47 upgrade libxcb-res0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:47 status half-configured libxcb-res0:amd64 1.13-1
2019-03-16 12:32:47 status unpacked libxcb-res0:amd64 1.13-1
2019-03-16 12:32:47 status half-installed libxcb-res0:amd64 1.13-1
2019-03-16 12:32:47 status half-installed libxcb-res0:amd64 1.13-1
2019-03-16 12:32:47 status unpacked libxcb-res0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:47 status unpacked libxcb-res0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:47 upgrade libxcb-shape0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:47 status half-configured libxcb-shape0:amd64 1.13-1
2019-03-16 12:32:48 status unpacked libxcb-shape0:amd64 1.13-1
2019-03-16 12:32:48 status half-installed libxcb-shape0:amd64 1.13-1
2019-03-16 12:32:48 status half-installed libxcb-shape0:amd64 1.13-1
2019-03-16 12:32:48 status unpacked libxcb-shape0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:48 status unpacked libxcb-shape0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:48 upgrade libxcb-shm0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:48 status half-configured libxcb-shm0:amd64 1.13-1
2019-03-16 12:32:48 status unpacked libxcb-shm0:amd64 1.13-1
2019-03-16 12:32:48 status half-installed libxcb-shm0:amd64 1.13-1
2019-03-16 12:32:48 status half-installed libxcb-shm0:amd64 1.13-1
2019-03-16 12:32:49 status unpacked libxcb-shm0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:49 status unpacked libxcb-shm0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:49 upgrade libxcb-sync1:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:49 status half-configured libxcb-sync1:amd64 1.13-1
2019-03-16 12:32:49 status unpacked libxcb-sync1:amd64 1.13-1
2019-03-16 12:32:49 status half-installed libxcb-sync1:amd64 1.13-1
2019-03-16 12:32:49 status half-installed libxcb-sync1:amd64 1.13-1
2019-03-16 12:32:49 status unpacked libxcb-sync1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:50 status unpacked libxcb-sync1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:50 upgrade libxcb-xfixes0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:50 status half-configured libxcb-xfixes0:amd64 1.13-1
2019-03-16 12:32:50 status unpacked libxcb-xfixes0:amd64 1.13-1
2019-03-16 12:32:50 status half-installed libxcb-xfixes0:amd64 1.13-1
2019-03-16 12:32:50 status half-installed libxcb-xfixes0:amd64 1.13-1
2019-03-16 12:32:50 status unpacked libxcb-xfixes0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:50 status unpacked libxcb-xfixes0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:51 upgrade libxcb-xkb1:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:51 status half-configured libxcb-xkb1:amd64 1.13-1
2019-03-16 12:32:51 status unpacked libxcb-xkb1:amd64 1.13-1
2019-03-16 12:32:51 status half-installed libxcb-xkb1:amd64 1.13-1
2019-03-16 12:32:51 status half-installed libxcb-xkb1:amd64 1.13-1
2019-03-16 12:32:51 status unpacked libxcb-xkb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:51 status unpacked libxcb-xkb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:51 upgrade libxcb-xv0:amd64 1.13-1 1.13-2~ubuntu18.04
2019-03-16 12:32:51 status half-configured libxcb-xv0:amd64 1.13-1
2019-03-16 12:32:51 status unpacked libxcb-xv0:amd64 1.13-1
2019-03-16 12:32:51 status half-installed libxcb-xv0:amd64 1.13-1
2019-03-16 12:32:52 status half-installed libxcb-xv0:amd64 1.13-1
2019-03-16 12:32:52 status unpacked libxcb-xv0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:52 status unpacked libxcb-xv0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:32:52 upgrade snapd:amd64 2.37.1.1+18.04 2.37.4+18.04
2019-03-16 12:32:52 status half-configured snapd:amd64 2.37.1.1+18.04
2019-03-16 12:32:52 status unpacked snapd:amd64 2.37.1.1+18.04
2019-03-16 12:32:52 status half-installed snapd:amd64 2.37.1.1+18.04
2019-03-16 12:32:55 status half-installed snapd:amd64 2.37.1.1+18.04
2019-03-16 12:32:56 status unpacked snapd:amd64 2.37.4+18.04
2019-03-16 12:32:56 status unpacked snapd:amd64 2.37.4+18.04
2019-03-16 12:32:56 upgrade unattended-upgrades:all 1.1ubuntu1.18.04.8 1.1ubuntu1.18.04.9
2019-03-16 12:32:56 status half-configured unattended-upgrades:all 1.1ubuntu1.18.04.8
2019-03-16 12:32:56 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.8
2019-03-16 12:32:56 status half-installed unattended-upgrades:all 1.1ubuntu1.18.04.8
2019-03-16 12:32:56 status half-installed unattended-upgrades:all 1.1ubuntu1.18.04.8
2019-03-16 12:32:57 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:32:57 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:32:57 upgrade jenkins:all 2.150.3 2.164.1
2019-03-16 12:32:57 status half-configured jenkins:all 2.150.3
2019-03-16 12:32:58 status unpacked jenkins:all 2.150.3
2019-03-16 12:32:58 status half-installed jenkins:all 2.150.3
2019-03-16 12:33:01 status half-installed jenkins:all 2.150.3
2019-03-16 12:33:01 status unpacked jenkins:all 2.164.1
2019-03-16 12:33:03 status unpacked jenkins:all 2.164.1
2019-03-16 12:33:03 startup packages configure
2019-03-16 12:33:03 configure jenkins:all 2.164.1 <none>
2019-03-16 12:33:03 status unpacked jenkins:all 2.164.1
2019-03-16 12:33:03 status unpacked jenkins:all 2.164.1
2019-03-16 12:33:03 status unpacked jenkins:all 2.164.1
2019-03-16 12:33:03 status unpacked jenkins:all 2.164.1
2019-03-16 12:33:03 status half-configured jenkins:all 2.164.1
2019-03-16 12:33:06 status installed jenkins:all 2.164.1
2019-03-16 12:33:06 configure libnss-systemd:amd64 237-3ubuntu10.15 <none>
2019-03-16 12:33:06 status unpacked libnss-systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:06 status half-configured libnss-systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:06 status installed libnss-systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:06 trigproc mime-support:all 3.60ubuntu1 <none>
2019-03-16 12:33:06 status half-configured mime-support:all 3.60ubuntu1
2019-03-16 12:33:06 status installed mime-support:all 3.60ubuntu1
2019-03-16 12:33:06 trigproc ureadahead:amd64 0.100.0-20 <none>
2019-03-16 12:33:06 status half-configured ureadahead:amd64 0.100.0-20
2019-03-16 12:33:07 status installed ureadahead:amd64 0.100.0-20
2019-03-16 12:33:07 configure libnss-myhostname:amd64 237-3ubuntu10.15 <none>
2019-03-16 12:33:07 status unpacked libnss-myhostname:amd64 237-3ubuntu10.15
2019-03-16 12:33:07 status half-configured libnss-myhostname:amd64 237-3ubuntu10.15
2019-03-16 12:33:07 status installed libnss-myhostname:amd64 237-3ubuntu10.15
2019-03-16 12:33:07 trigproc desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2 <none>
2019-03-16 12:33:07 status half-configured desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-16 12:33:07 status installed desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-16 12:33:07 configure libgtk-3-common:all 3.22.30-1ubuntu2 <none>
2019-03-16 12:33:07 status unpacked libgtk-3-common:all 3.22.30-1ubuntu2
2019-03-16 12:33:07 status unpacked libgtk-3-common:all 3.22.30-1ubuntu2
2019-03-16 12:33:07 status half-configured libgtk-3-common:all 3.22.30-1ubuntu2
2019-03-16 12:33:07 status triggers-awaited libgtk-3-common:all 3.22.30-1ubuntu2
2019-03-16 12:33:07 configure systemd-sysv:amd64 237-3ubuntu10.15 <none>
2019-03-16 12:33:07 status unpacked systemd-sysv:amd64 237-3ubuntu10.15
2019-03-16 12:33:07 status half-configured systemd-sysv:amd64 237-3ubuntu10.15
2019-03-16 12:33:07 status installed systemd-sysv:amd64 237-3ubuntu10.15
2019-03-16 12:33:07 trigproc libglib2.0-0:amd64 2.56.3-0ubuntu0.18.04.1 <none>
2019-03-16 12:33:07 status half-configured libglib2.0-0:amd64 2.56.3-0ubuntu0.18.04.1
2019-03-16 12:33:08 status installed libgtk-3-common:all 3.22.30-1ubuntu2
2019-03-16 12:33:08 status installed libglib2.0-0:amd64 2.56.3-0ubuntu0.18.04.1
2019-03-16 12:33:08 configure python3-gi:amd64 3.26.1-2ubuntu1 <none>
2019-03-16 12:33:08 status unpacked python3-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:33:08 status half-configured python3-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:33:09 status installed python3-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:33:09 configure python3-problem-report:all 2.20.9-0ubuntu7.6 <none>
2019-03-16 12:33:09 status unpacked python3-problem-report:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:09 status half-configured python3-problem-report:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:09 status installed python3-problem-report:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:09 configure busybox-initramfs:amd64 1:1.27.2-2ubuntu3.1 <none>
2019-03-16 12:33:09 status unpacked busybox-initramfs:amd64 1:1.27.2-2ubuntu3.1
2019-03-16 12:33:09 status half-configured busybox-initramfs:amd64 1:1.27.2-2ubuntu3.1
2019-03-16 12:33:10 status installed busybox-initramfs:amd64 1:1.27.2-2ubuntu3.1
2019-03-16 12:33:10 configure libx11-xcb1:amd64 2:1.6.4-3ubuntu0.2 <none>
2019-03-16 12:33:10 status unpacked libx11-xcb1:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:10 status half-configured libx11-xcb1:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:10 status installed libx11-xcb1:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:10 configure gtk-update-icon-cache:amd64 3.22.30-1ubuntu2 <none>
2019-03-16 12:33:10 status unpacked gtk-update-icon-cache:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:10 status half-configured gtk-update-icon-cache:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:10 status installed gtk-update-icon-cache:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:10 configure libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu2 <none>
2019-03-16 12:33:10 status unpacked libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:10 status half-configured libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:10 status installed libdbusmenu-glib4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:10 trigproc libc-bin:amd64 2.27-3ubuntu1 <none>
2019-03-16 12:33:10 status half-configured libc-bin:amd64 2.27-3ubuntu1
2019-03-16 12:33:10 status installed libc-bin:amd64 2.27-3ubuntu1
2019-03-16 12:33:10 configure udev:amd64 237-3ubuntu10.15 <none>
2019-03-16 12:33:10 status unpacked udev:amd64 237-3ubuntu10.15
2019-03-16 12:33:10 status unpacked udev:amd64 237-3ubuntu10.15
2019-03-16 12:33:10 status unpacked udev:amd64 237-3ubuntu10.15
2019-03-16 12:33:11 status half-configured udev:amd64 237-3ubuntu10.15
2019-03-16 12:33:13 status installed udev:amd64 237-3ubuntu10.15
2019-03-16 12:33:13 configure unattended-upgrades:all 1.1ubuntu1.18.04.9 <none>
2019-03-16 12:33:13 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:33:13 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:33:13 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:33:13 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:33:13 status unpacked unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:33:14 status half-configured unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:33:16 status installed unattended-upgrades:all 1.1ubuntu1.18.04.9
2019-03-16 12:33:16 configure libx11-doc:all 2:1.6.4-3ubuntu0.2 <none>
2019-03-16 12:33:16 status unpacked libx11-doc:all 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:16 status half-configured libx11-doc:all 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:16 status installed libx11-doc:all 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:16 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2019-03-16 12:33:16 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2019-03-16 12:33:28 status installed man-db:amd64 2.8.3-2ubuntu0.1
2019-03-16 12:33:28 configure busybox-static:amd64 1:1.27.2-2ubuntu3.1 <none>
2019-03-16 12:33:28 status unpacked busybox-static:amd64 1:1.27.2-2ubuntu3.1
2019-03-16 12:33:28 status half-configured busybox-static:amd64 1:1.27.2-2ubuntu3.1
2019-03-16 12:33:29 status installed busybox-static:amd64 1:1.27.2-2ubuntu3.1
2019-03-16 12:33:29 trigproc gnome-menus:amd64 3.13.3-11ubuntu1.1 <none>
2019-03-16 12:33:29 status half-configured gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-16 12:33:29 status installed gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-16 12:33:29 configure initramfs-tools-bin:amd64 0.130ubuntu3.7 <none>
2019-03-16 12:33:29 status unpacked initramfs-tools-bin:amd64 0.130ubuntu3.7
2019-03-16 12:33:29 status half-configured initramfs-tools-bin:amd64 0.130ubuntu3.7
