This is first line
2019-03-16 12:39:51 status unpacked python-keyrings.alt:all 3.0-1
2019-03-16 12:39:51 install python-pip-whl:all <none> 9.0.1-2.3~ubuntu1
2019-03-16 12:39:51 status half-installed python-pip-whl:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:52 status unpacked python-pip-whl:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:52 status unpacked python-pip-whl:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:52 install python-pip:all <none> 9.0.1-2.3~ubuntu1
2019-03-16 12:39:52 status half-installed python-pip:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:52 status unpacked python-pip:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:52 status unpacked python-pip:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:52 install python-pkg-resources:all <none> 39.0.1-2
2019-03-16 12:39:52 status half-installed python-pkg-resources:all 39.0.1-2
2019-03-16 12:39:53 status unpacked python-pkg-resources:all 39.0.1-2
2019-03-16 12:39:53 status unpacked python-pkg-resources:all 39.0.1-2
2019-03-16 12:39:53 install python-setuptools:all <none> 39.0.1-2
2019-03-16 12:39:53 status half-installed python-setuptools:all 39.0.1-2
2019-03-16 12:39:53 status unpacked python-setuptools:all 39.0.1-2
2019-03-16 12:39:53 status unpacked python-setuptools:all 39.0.1-2
2019-03-16 12:39:53 install python-wheel:all <none> 0.30.0-0.2
2019-03-16 12:39:53 status half-installed python-wheel:all 0.30.0-0.2
2019-03-16 12:39:54 status unpacked python-wheel:all 0.30.0-0.2
2019-03-16 12:39:54 status unpacked python-wheel:all 0.30.0-0.2
2019-03-16 12:39:54 install python-xdg:all <none> 0.25-4ubuntu1
2019-03-16 12:39:54 status half-installed python-xdg:all 0.25-4ubuntu1
2019-03-16 12:39:54 status unpacked python-xdg:all 0.25-4ubuntu1
2019-03-16 12:39:54 status unpacked python-xdg:all 0.25-4ubuntu1
2019-03-16 12:39:55 startup packages configure
2019-03-16 12:39:55 configure python-idna:all 2.6-1 <none>
2019-03-16 12:39:55 status unpacked python-idna:all 2.6-1
2019-03-16 12:39:55 status half-configured python-idna:all 2.6-1
2019-03-16 12:39:55 status installed python-idna:all 2.6-1
2019-03-16 12:39:55 configure python-pip-whl:all 9.0.1-2.3~ubuntu1 <none>
2019-03-16 12:39:55 status unpacked python-pip-whl:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:55 status half-configured python-pip-whl:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:55 status installed python-pip-whl:all 9.0.1-2.3~ubuntu1
2019-03-16 12:39:55 configure python-asn1crypto:all 0.24.0-1 <none>
2019-03-16 12:39:55 status unpacked python-asn1crypto:all 0.24.0-1
2019-03-16 12:39:55 status half-configured python-asn1crypto:all 0.24.0-1
2019-03-16 12:39:56 status installed python-asn1crypto:all 0.24.0-1
2019-03-16 12:39:56 configure python-crypto:amd64 2.6.1-8ubuntu2 <none>
2019-03-16 12:39:56 status unpacked python-crypto:amd64 2.6.1-8ubuntu2
2019-03-16 12:39:56 status half-configured python-crypto:amd64 2.6.1-8ubuntu2
2019-03-16 12:39:56 status installed python-crypto:amd64 2.6.1-8ubuntu2
2019-03-16 12:39:56 configure python-wheel:all 0.30.0-0.2 <none>
2019-03-16 12:39:56 status unpacked python-wheel:all 0.30.0-0.2
2019-03-16 12:39:57 status half-configured python-wheel:all 0.30.0-0.2
2019-03-16 12:39:57 status installed python-wheel:all 0.30.0-0.2
2019-03-16 12:39:57 configure python-pkg-resources:all 39.0.1-2 <none>
2019-03-16 12:39:57 status unpacked python-pkg-resources:all 39.0.1-2
2019-03-16 12:39:57 status half-configured python-pkg-resources:all 39.0.1-2
2019-03-16 12:39:57 status installed python-pkg-resources:all 39.0.1-2
2019-03-16 12:39:57 configure python-cffi-backend:amd64 1.11.5-1 <none>
2019-03-16 12:39:57 status unpacked python-cffi-backend:amd64 1.11.5-1
2019-03-16 12:39:57 status half-configured python-cffi-backend:amd64 1.11.5-1
2019-03-16 12:39:57 status installed python-cffi-backend:amd64 1.11.5-1
2019-03-16 12:39:57 configure python-gi:amd64 3.26.1-2ubuntu1 <none>
2019-03-16 12:39:57 status unpacked python-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:39:57 status half-configured python-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:39:57 status installed python-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:39:58 configure python-six:all 1.11.0-2 <none>
2019-03-16 12:39:58 status unpacked python-six:all 1.11.0-2
2019-03-16 12:39:58 status half-configured python-six:all 1.11.0-2
2019-03-16 12:39:58 status installed python-six:all 1.11.0-2
2019-03-16 12:39:58 configure python-enum34:all 1.1.6-2 <none>
2019-03-16 12:39:58 status unpacked python-enum34:all 1.1.6-2
2019-03-16 12:39:58 status half-configured python-enum34:all 1.1.6-2
2019-03-16 12:39:58 status installed python-enum34:all 1.1.6-2
2019-03-16 12:39:58 configure libexpat1-dev:amd64 2.2.5-3 <none>
2019-03-16 12:39:58 status unpacked libexpat1-dev:amd64 2.2.5-3
2019-03-16 12:39:58 status half-configured libexpat1-dev:amd64 2.2.5-3
2019-03-16 12:39:58 status installed libexpat1-dev:amd64 2.2.5-3
2019-03-16 12:39:58 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2019-03-16 12:39:58 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2019-03-16 12:40:00 status installed man-db:amd64 2.8.3-2ubuntu0.1
2019-03-16 12:40:00 configure libpython2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1 <none>
2019-03-16 12:40:00 status unpacked libpython2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:40:00 status half-configured libpython2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:40:00 status installed libpython2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:40:01 configure python-dbus:amd64 1.2.6-1 <none>
2019-03-16 12:40:01 status unpacked python-dbus:amd64 1.2.6-1
2019-03-16 12:40:01 status half-configured python-dbus:amd64 1.2.6-1
2019-03-16 12:40:01 status installed python-dbus:amd64 1.2.6-1
2019-03-16 12:40:01 configure python-ipaddress:all 1.0.17-1 <none>
2019-03-16 12:40:01 status unpacked python-ipaddress:all 1.0.17-1
2019-03-16 12:40:01 status half-configured python-ipaddress:all 1.0.17-1
2019-03-16 12:40:01 status installed python-ipaddress:all 1.0.17-1
2019-03-16 12:40:01 configure python-pip:all 9.0.1-2.3~ubuntu1 <none>
2019-03-16 12:40:01 status unpacked python-pip:all 9.0.1-2.3~ubuntu1
2019-03-16 12:40:01 status half-configured python-pip:all 9.0.1-2.3~ubuntu1
2019-03-16 12:40:01 status installed python-pip:all 9.0.1-2.3~ubuntu1
2019-03-16 12:40:01 configure python2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1 <none>
2019-03-16 12:40:01 status unpacked python2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:40:02 status half-configured python2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:40:02 status installed python2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:40:02 configure python-all:amd64 2.7.15~rc1-1 <none>
2019-03-16 12:40:02 status unpacked python-all:amd64 2.7.15~rc1-1
2019-03-16 12:40:02 status half-configured python-all:amd64 2.7.15~rc1-1
2019-03-16 12:40:02 status installed python-all:amd64 2.7.15~rc1-1
2019-03-16 12:40:02 configure python-xdg:all 0.25-4ubuntu1 <none>
2019-03-16 12:40:02 status unpacked python-xdg:all 0.25-4ubuntu1
2019-03-16 12:40:02 status half-configured python-xdg:all 0.25-4ubuntu1
2019-03-16 12:40:02 status installed python-xdg:all 0.25-4ubuntu1
2019-03-16 12:40:02 configure libpython-dev:amd64 2.7.15~rc1-1 <none>
2019-03-16 12:40:02 status unpacked libpython-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:02 status half-configured libpython-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:02 status installed libpython-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:02 configure python-setuptools:all 39.0.1-2 <none>
2019-03-16 12:40:02 status unpacked python-setuptools:all 39.0.1-2
2019-03-16 12:40:02 status half-configured python-setuptools:all 39.0.1-2
2019-03-16 12:40:03 status installed python-setuptools:all 39.0.1-2
2019-03-16 12:40:03 configure python-dev:amd64 2.7.15~rc1-1 <none>
2019-03-16 12:40:03 status unpacked python-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:03 status half-configured python-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:03 status installed python-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:03 configure libpython-all-dev:amd64 2.7.15~rc1-1 <none>
2019-03-16 12:40:03 status unpacked libpython-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:03 status half-configured libpython-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:03 status installed libpython-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:04 configure python-keyrings.alt:all 3.0-1 <none>
2019-03-16 12:40:04 status unpacked python-keyrings.alt:all 3.0-1
2019-03-16 12:40:04 status half-configured python-keyrings.alt:all 3.0-1
2019-03-16 12:40:04 status installed python-keyrings.alt:all 3.0-1
2019-03-16 12:40:04 configure python-all-dev:amd64 2.7.15~rc1-1 <none>
2019-03-16 12:40:04 status unpacked python-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:04 status half-configured python-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:04 status installed python-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:40:04 configure python-cryptography:amd64 2.1.4-1ubuntu1.2 <none>
2019-03-16 12:40:04 status unpacked python-cryptography:amd64 2.1.4-1ubuntu1.2
2019-03-16 12:40:04 status half-configured python-cryptography:amd64 2.1.4-1ubuntu1.2
2019-03-16 12:40:04 status installed python-cryptography:amd64 2.1.4-1ubuntu1.2
2019-03-16 12:40:04 configure python-secretstorage:all 2.3.1-2 <none>
2019-03-16 12:40:04 status unpacked python-secretstorage:all 2.3.1-2
2019-03-16 12:40:04 status half-configured python-secretstorage:all 2.3.1-2
2019-03-16 12:40:05 status installed python-secretstorage:all 2.3.1-2
2019-03-16 12:40:05 configure python-keyring:all 10.6.0-1 <none>
2019-03-16 12:40:05 status unpacked python-keyring:all 10.6.0-1
2019-03-16 12:40:05 status half-configured python-keyring:all 10.6.0-1
2019-03-16 12:40:05 status installed python-keyring:all 10.6.0-1
2019-03-23 11:23:00 startup archives unpack
2019-03-23 11:23:04 upgrade chromium-codecs-ffmpeg-extra:amd64 72.0.3626.121-0ubuntu0.18.04.1 73.0.3683.75-0ubuntu0.18.04.1
2019-03-23 11:23:04 status half-configured chromium-codecs-ffmpeg-extra:amd64 72.0.3626.121-0ubuntu0.18.04.1
2019-03-23 11:23:04 status unpacked chromium-codecs-ffmpeg-extra:amd64 72.0.3626.121-0ubuntu0.18.04.1
2019-03-23 11:23:04 status half-installed chromium-codecs-ffmpeg-extra:amd64 72.0.3626.121-0ubuntu0.18.04.1
2019-03-23 11:23:04 status half-installed chromium-codecs-ffmpeg-extra:amd64 72.0.3626.121-0ubuntu0.18.04.1
2019-03-23 11:23:05 status unpacked chromium-codecs-ffmpeg-extra:amd64 73.0.3683.75-0ubuntu0.18.04.1
2019-03-23 11:23:05 status unpacked chromium-codecs-ffmpeg-extra:amd64 73.0.3683.75-0ubuntu0.18.04.1
2019-03-23 11:23:05 startup packages configure
2019-03-23 11:23:05 configure chromium-codecs-ffmpeg-extra:amd64 73.0.3683.75-0ubuntu0.18.04.1 <none>
2019-03-23 11:23:05 status unpacked chromium-codecs-ffmpeg-extra:amd64 73.0.3683.75-0ubuntu0.18.04.1
2019-03-23 11:23:05 status half-configured chromium-codecs-ffmpeg-extra:amd64 73.0.3683.75-0ubuntu0.18.04.1
2019-03-23 11:23:05 status installed chromium-codecs-ffmpeg-extra:amd64 73.0.3683.75-0ubuntu0.18.04.1
2019-03-23 11:23:09 startup archives unpack
2019-03-23 11:23:09 upgrade firefox:amd64 65.0.1+build2-0ubuntu0.18.04.1 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:09 status half-configured firefox:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:10 status unpacked firefox:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:10 status half-installed firefox:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:16 status triggers-pending gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-23 11:23:23 status triggers-pending desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-23 11:23:23 status triggers-pending mime-support:all 3.60ubuntu1
2019-03-23 11:23:23 status triggers-pending hicolor-icon-theme:all 0.17-2
2019-03-23 11:23:24 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:23:28 status half-installed firefox:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:29 status unpacked firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:29 status unpacked firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:30 startup packages configure
2019-03-23 11:23:30 trigproc mime-support:all 3.60ubuntu1 <none>
2019-03-23 11:23:30 status half-configured mime-support:all 3.60ubuntu1
2019-03-23 11:23:31 status installed mime-support:all 3.60ubuntu1
2019-03-23 11:23:31 trigproc desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2 <none>
2019-03-23 11:23:31 status half-configured desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-23 11:23:31 status installed desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-23 11:23:31 configure firefox:amd64 66.0+build3-0ubuntu0.18.04.1 <none>
2019-03-23 11:23:31 status unpacked firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:35 status unpacked firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:35 status unpacked firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:36 status unpacked firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:36 status unpacked firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:36 status half-configured firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:37 status installed firefox:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:37 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2019-03-23 11:23:37 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:23:46 status installed man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:23:46 trigproc gnome-menus:amd64 3.13.3-11ubuntu1.1 <none>
2019-03-23 11:23:46 status half-configured gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-23 11:23:46 status installed gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-23 11:23:46 trigproc hicolor-icon-theme:all 0.17-2 <none>
2019-03-23 11:23:46 status half-configured hicolor-icon-theme:all 0.17-2
2019-03-23 11:23:47 status installed hicolor-icon-theme:all 0.17-2
2019-03-23 11:23:51 startup archives unpack
2019-03-23 11:23:51 upgrade firefox-locale-en:amd64 65.0.1+build2-0ubuntu0.18.04.1 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:51 status half-configured firefox-locale-en:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:52 status unpacked firefox-locale-en:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:52 status half-installed firefox-locale-en:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:52 status half-installed firefox-locale-en:amd64 65.0.1+build2-0ubuntu0.18.04.1
2019-03-23 11:23:52 status unpacked firefox-locale-en:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:52 status unpacked firefox-locale-en:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:52 startup packages configure
2019-03-23 11:23:52 configure firefox-locale-en:amd64 66.0+build3-0ubuntu0.18.04.1 <none>
2019-03-23 11:23:52 status unpacked firefox-locale-en:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:52 status half-configured firefox-locale-en:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:52 status installed firefox-locale-en:amd64 66.0+build3-0ubuntu0.18.04.1
2019-03-23 11:23:56 startup archives unpack
2019-03-23 11:23:56 upgrade snapd:amd64 2.37.4+18.04 2.37.4+18.04.1
2019-03-23 11:23:56 status half-configured snapd:amd64 2.37.4+18.04
2019-03-23 11:23:57 status unpacked snapd:amd64 2.37.4+18.04
2019-03-23 11:23:57 status half-installed snapd:amd64 2.37.4+18.04
2019-03-23 11:23:58 status triggers-pending gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-23 11:24:01 status triggers-pending desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-23 11:24:02 status triggers-pending mime-support:all 3.60ubuntu1
2019-03-23 11:24:02 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:24:02 status half-installed snapd:amd64 2.37.4+18.04
2019-03-23 11:24:03 status unpacked snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:03 status unpacked snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:03 startup packages configure
2019-03-23 11:24:03 trigproc mime-support:all 3.60ubuntu1 <none>
2019-03-23 11:24:03 status half-configured mime-support:all 3.60ubuntu1
2019-03-23 11:24:03 status installed mime-support:all 3.60ubuntu1
2019-03-23 11:24:03 trigproc desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2 <none>
2019-03-23 11:24:03 status half-configured desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-23 11:24:04 status installed desktop-file-utils:amd64 0.23-1ubuntu3.18.04.2
2019-03-23 11:24:04 configure snapd:amd64 2.37.4+18.04.1 <none>
2019-03-23 11:24:04 status unpacked snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:04 status unpacked snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:04 status unpacked snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:04 status unpacked snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:04 status unpacked snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:04 status half-configured snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:12 status installed snapd:amd64 2.37.4+18.04.1
2019-03-23 11:24:12 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2019-03-23 11:24:12 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:24:14 status installed man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:24:15 trigproc gnome-menus:amd64 3.13.3-11ubuntu1.1 <none>
2019-03-23 11:24:15 status half-configured gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-23 11:24:15 status installed gnome-menus:amd64 3.13.3-11ubuntu1.1
2019-03-23 11:24:18 startup archives unpack
2019-03-23 11:24:19 upgrade ntfs-3g:amd64 1:2017.3.23-2 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:19 status triggers-pending initramfs-tools:all 0.130ubuntu3.7
2019-03-23 11:24:19 status half-configured ntfs-3g:amd64 1:2017.3.23-2
2019-03-23 11:24:19 status unpacked ntfs-3g:amd64 1:2017.3.23-2
2019-03-23 11:24:19 status half-installed ntfs-3g:amd64 1:2017.3.23-2
2019-03-23 11:24:19 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:24:19 status half-installed ntfs-3g:amd64 1:2017.3.23-2
2019-03-23 11:24:19 status unpacked ntfs-3g:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:19 status unpacked ntfs-3g:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:20 upgrade libntfs-3g88:amd64 1:2017.3.23-2 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:20 status triggers-pending libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:24:20 status half-configured libntfs-3g88:amd64 1:2017.3.23-2
2019-03-23 11:24:20 status unpacked libntfs-3g88:amd64 1:2017.3.23-2
2019-03-23 11:24:20 status half-installed libntfs-3g88:amd64 1:2017.3.23-2
2019-03-23 11:24:20 status half-installed libntfs-3g88:amd64 1:2017.3.23-2
2019-03-23 11:24:20 status unpacked libntfs-3g88:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:20 status unpacked libntfs-3g88:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:21 startup packages configure
2019-03-23 11:24:21 trigproc initramfs-tools:all 0.130ubuntu3.7 <none>
2019-03-23 11:24:21 status half-configured initramfs-tools:all 0.130ubuntu3.7
2019-03-23 11:24:52 status installed initramfs-tools:all 0.130ubuntu3.7
2019-03-23 11:24:52 trigproc libc-bin:amd64 2.27-3ubuntu1 <none>
2019-03-23 11:24:52 status half-configured libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:24:52 status installed libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:24:52 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2019-03-23 11:24:52 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:24:53 status installed man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:24:53 configure libntfs-3g88:amd64 1:2017.3.23-2ubuntu0.18.04.1 <none>
2019-03-23 11:24:53 status triggers-pending libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:24:54 status unpacked libntfs-3g88:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:54 status half-configured libntfs-3g88:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:54 status installed libntfs-3g88:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:54 configure ntfs-3g:amd64 1:2017.3.23-2ubuntu0.18.04.1 <none>
2019-03-23 11:24:54 status triggers-pending initramfs-tools:all 0.130ubuntu3.7
2019-03-23 11:24:54 status unpacked ntfs-3g:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:54 status half-configured ntfs-3g:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:54 status installed ntfs-3g:amd64 1:2017.3.23-2ubuntu0.18.04.1
2019-03-23 11:24:54 trigproc libc-bin:amd64 2.27-3ubuntu1 <none>
2019-03-23 11:24:54 status half-configured libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:24:54 status installed libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:24:54 trigproc initramfs-tools:all 0.130ubuntu3.7 <none>
2019-03-23 11:24:54 status half-configured initramfs-tools:all 0.130ubuntu3.7
2019-03-23 11:25:13 status installed initramfs-tools:all 0.130ubuntu3.7
2019-03-23 11:25:18 startup archives unpack
2019-03-23 11:25:19 upgrade file:amd64 1:5.32-2ubuntu0.1 1:5.32-2ubuntu0.2
2019-03-23 11:25:19 status half-configured file:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:19 status unpacked file:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:19 status half-installed file:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:19 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:25:19 status half-installed file:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:20 status unpacked file:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:20 status unpacked file:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:20 upgrade libmagic1:amd64 1:5.32-2ubuntu0.1 1:5.32-2ubuntu0.2
2019-03-23 11:25:20 status triggers-pending libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:20 status half-configured libmagic1:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:20 status unpacked libmagic1:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:20 status half-installed libmagic1:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:20 status half-installed libmagic1:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:21 status unpacked libmagic1:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:21 status unpacked libmagic1:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:21 upgrade libmagic-mgc:amd64 1:5.32-2ubuntu0.1 1:5.32-2ubuntu0.2
2019-03-23 11:25:21 status half-configured libmagic-mgc:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:21 status unpacked libmagic-mgc:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:21 status half-installed libmagic-mgc:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:21 status half-installed libmagic-mgc:amd64 1:5.32-2ubuntu0.1
2019-03-23 11:25:22 status unpacked libmagic-mgc:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 status unpacked libmagic-mgc:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 startup packages configure
2019-03-23 11:25:22 configure libmagic-mgc:amd64 1:5.32-2ubuntu0.2 <none>
2019-03-23 11:25:22 status unpacked libmagic-mgc:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 status half-configured libmagic-mgc:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 status installed libmagic-mgc:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 configure libmagic1:amd64 1:5.32-2ubuntu0.2 <none>
2019-03-23 11:25:22 status unpacked libmagic1:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 status unpacked libmagic1:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 status unpacked libmagic1:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 status half-configured libmagic1:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:22 status installed libmagic1:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:23 trigproc libc-bin:amd64 2.27-3ubuntu1 <none>
2019-03-23 11:25:23 status half-configured libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:23 status installed libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:23 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2019-03-23 11:25:23 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:25:25 status installed man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:25:25 configure file:amd64 1:5.32-2ubuntu0.2 <none>
2019-03-23 11:25:25 status unpacked file:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:25 status half-configured file:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:25 status installed file:amd64 1:5.32-2ubuntu0.2
2019-03-23 11:25:30 startup archives unpack
2019-03-23 11:25:30 upgrade ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.7 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:30 status half-configured ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:30 status unpacked ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:30 status half-installed ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:30 status half-installed ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:31 status unpacked ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:31 status unpacked ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
